高推估,65歲以上人口所占比率(%) **,2.48,2.49,2.49,2.55,2.59,2.65,2.71,2.76,2.80,2.82,2.92,3.03,3.15,3.24,3.37,3.50,3.64,3.83,3.99,4.15,4.29,4.41,4.55,4.68,4.85,5.06,5.28,5.54,5.74,5.96,6.22,6.53,6.81,7.10,7.38,7.64,7.86,8.06,8.26,8.44,16.85,17.50,30.30,31.10,31.70,32.40,33.20,33.80,34.60,35.20,35.80,36.30,36.70,36.90,37.20,37.60,37.90,38.20,38.60,38.90,39.30,39.60,40.00,40.40,40.80,41.00,41.20,41.50,41.60,41.70,41.70,41.60,41.50,
高推估,總扶養比,92.03,93.58,94.05,93.71,92.51,90.57,87.52,85.32,82.65,76.44,74.16,71.65,69.80,67.65,65.52,63.58,62.20,60.79,59.45,58.41,57.26,56.35,55.75,55.02,53.97,53.03,52.18,51.37,50.83,50.29,49.93,48.96,48.32,47.60,46.60,45.78,44.94,44.22,43.30,42.60,41.27,42.20,68.50,70.70,72.60,74.80,77.10,79.30,81.70,83.90,85.80,87.70,89.10,89.60,90.60,91.90,92.80,94.10,95.20,96.30,97.70,99.00,100.40,101.90,103.40,104.00,104.80,106.30,106.70,107.00,106.90,106.70,106.30,
高推估,扶幼比,87.27,88.75,89.23,88.77,87.53,85.53,82.43,80.21,77.53,71.46,69.08,66.45,64.45,62.22,59.94,57.85,56.30,54.62,53.09,51.84,50.52,49.45,48.66,47.77,46.49,45.29,44.14,42.98,42.17,41.33,40.61,39.23,38.23,37.12,35.79,34.65,33.55,32.60,31.47,30.56,17.47,17.30,17.40,17.60,17.90,18.10,18.40,18.60,18.90,19.10,19.30,19.50,19.70,19.60,19.70,19.80,19.80,19.90,19.90,20.00,20.00,20.10,20.20,20.30,20.40,20.40,20.50,20.60,20.60,20.70,20.70,20.70,20.80,
高推估,扶老比,4.77,4.83,4.82,4.94,4.99,5.05,5.09,5.11,5.12,4.97,5.08,5.20,5.35,5.44,5.58,5.73,5.90,6.16,6.36,6.57,6.74,6.90,7.08,7.25,7.47,7.74,8.04,8.39,8.66,8.96,9.32,9.73,10.10,10.48,10.82,11.13,11.39,11.62,11.83,12.04,23.81,24.90,51.10,53.10,54.70,56.60,58.70,60.70,62.80,64.80,66.50,68.10,69.40,70.00,70.90,72.10,73.00,74.20,75.30,76.40,77.60,78.90,80.20,81.60,83.10,83.60,84.40,85.70,86.10,86.30,86.20,86.00,85.50,
高推估,潛在支持比,20.98,20.72,20.74,20.24,20.06,19.81,19.65,19.56,19.53,20.11,19.67,19.25,18.70,18.40,17.91,17.46,16.94,16.23,15.72,15.22,14.83,14.49,14.12,13.78,13.38,12.92,12.44,11.92,11.55,11.16,10.73,10.28,9.90,9.54,9.25,8.98,8.78,8.61,8.45,8.30,4.20,4.00,2.00,1.90,1.80,1.80,1.70,1.60,1.60,1.50,1.50,1.50,1.40,1.40,1.40,1.40,1.40,1.30,1.30,1.30,1.30,1.30,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,
高推估,老化指數,5.46,5.44,5.40,5.57,5.70,5.90,6.17,6.38,6.60,6.96,7.36,7.82,8.29,8.74,9.32,9.90,10.49,11.28,11.98,12.68,13.35,13.95,14.56,15.19,16.07,17.09,18.21,19.52,20.54,21.67,22.96,24.79,26.41,28.24,30.22,32.13,33.95,35.65,37.59,39.40,136.30,144.40,293.80,301.00,306.50,312.80,319.40,325.60,332.10,338.50,344.30,348.60,352.60,356.90,359.60,365.00,368.70,373.50,377.80,382.30,387.20,392.30,397.50,402.60,407.50,409.70,412.50,416.30,417.40,417.50,416.30,414.40,411.60,
高推估,年齡中位數(歲) **,17.70,17.63,17.41,17.20,17.17,17.34,17.57,17.76,18.03,18.94,19.31,19.71,20.07,20.44,20.81,21.20,21.55,21.92,22.30,22.64,23.03,23.38,23.76,24.14,24.61,25.07,25.55,26.07,26.53,27.00,27.47,27.98,28.44,28.90,29.37,29.83,30.27,30.69,31.17,31.63,43.27,43.80,52.60,53.00,53.30,53.60,54.00,54.30,54.60,54.90,55.20,55.50,55.80,56.10,56.40,56.70,57.00,57.10,57.30,57.60,57.80,58.00,58.10,58.10,58.10,58.00,58.00,57.90,57.80,57.70,57.50,57.60,57.60,
高推估,男性年齡中位數(歲) **,17.61,17.56,17.35,17.18,17.18,15.55,15.60,15.62,15.67,19.55,19.84,20.24,20.58,20.94,21.30,21.66,21.97,22.33,22.67,23.02,23.38,23.71,24.06,24.42,24.86,25.31,25.76,26.27,26.70,27.14,27.60,28.07,28.50,28.94,29.35,29.78,30.18,30.56,31.01,31.44,42.22,42.80,50.40,50.70,51.00,51.30,51.60,51.90,52.20,52.50,52.80,53.10,53.40,53.60,53.80,54.00,54.30,54.50,54.60,54.70,54.70,54.70,54.70,54.70,54.60,54.60,54.40,54.30,54.40,54.40,54.40,54.40,54.40,
高推估,女性年齡中位數(歲) **,17.80,17.69,17.47,17.21,17.16,15.53,15.56,15.59,15.64,18.38,18.75,19.14,19.54,19.92,20.32,20.73,21.11,21.51,21.90,22.25,22.67,23.05,23.45,23.86,24.34,24.83,25.33,25.87,26.36,26.85,27.34,27.88,28.38,28.86,29.39,29.88,30.36,30.83,31.34,31.83,44.33,44.90,54.90,55.30,55.60,56.00,56.30,56.70,57.00,57.30,57.60,57.90,58.20,58.50,58.80,59.10,59.40,59.70,60.00,60.30,60.50,60.60,60.90,61.10,61.20,61.30,61.40,61.30,61.30,61.20,61.10,61.00,60.90,
中推估,總人口數(人) *,10792202,11149139,11511728,11883523,12256682,12628348,12992763,13296571,13650370,14334862,14675964,14994823,15367774,15642467,15927167,16223089,16579737,16882053,17202491,17543067,17866008,18193955,18515754,18790538,19069194,19313825,19509082,19725010,19954397,20156587,20401305,20605831,20802622,20995416,21177874,21357431,21525433,21742815,21928591,22092387,23375314,23173552,22087796,21949228,21805100,21654963,21498901,21337539,21170685,20997677,20818957,20635328,20447170,20254442,20057364,19856628,19653201,19446971,19238371,19027934,18815757,18601949,18386951,18171267,17955138,17738529,17521501,17304216,17086858,16869789,16652804,16436055,16219572,
中推估,男性人口數(人) *,5525062,5715463,5902218,6097634,6294935,6491539,6684006,6841155,7030787,7554131,7732867,7895140,8078038,8215703,8354012,8501391,8678165,8829635,8991263,9160239,9320105,9479508,9636285,9769572,9904853,10023344,10114710,10217434,10328081,10424102,10540635,10640276,10734609,10824161,10907032,10990657,11065798,11163764,11243408,11312728,11578696,11475763,10677658,10598166,10516530,10432593,10346351,10258132,10167979,10075644,9981398,9885661,9788585,9690142,9590266,9489239,9387582,9285086,9181907,9078246,8974135,8869618,8764870,8660083,8555386,8450744,8346124,8241613,8137288,8033321,7929811,7826826,7724270,
中推估,女性人口數(人) *,5267140,5433676,5609510,5785889,5961747,6136809,6308757,6455416,6619583,6780731,6943097,7099683,7289736,7426764,7573155,7721698,7901572,8052418,8211228,8382828,8545903,8714447,8879469,9020966,9164341,9290481,9394372,9507576,9626316,9732485,9860670,9965555,10068013,10171255,10270842,10366774,10459635,10579051,10685183,10779659,11796618,11697789,11410138,11351062,11288570,11222370,11152550,11079407,11002706,10922033,10837559,10749667,10658585,10564300,10467098,10367389,10265619,10161885,10056464,9949688,9841622,9732331,9622081,9511184,9399752,9287785,9175377,9062603,8949570,8836468,8722993,8609229,8495302,
中推估,性比例(女性=100) *,104.90,105.20,105.20,105.40,105.60,105.80,105.90,106.00,106.20,111.40,111.40,111.20,110.80,110.60,110.30,110.10,109.80,109.70,109.50,109.30,109.10,108.80,108.50,108.30,108.10,107.90,107.70,107.50,107.30,107.10,106.90,106.80,106.60,106.40,106.20,106.00,105.80,105.50,105.20,104.90,98.20,98.10,93.60,93.40,93.20,93.00,92.80,92.60,92.40,92.30,92.10,92.00,91.80,91.70,91.60,91.50,91.40,91.40,91.30,91.20,91.20,91.10,91.10,91.10,91.00,91.00,91.00,90.90,90.90,90.90,90.90,90.90,90.90,
中推估,人口增加率(‰),34.31,32.54,32.00,31.78,30.92,29.87,28.47,23.12,26.20,48.76,23.45,21.41,19.35,17.72,18.04,18.41,21.74,18.07,18.80,19.60,18.24,18.19,17.53,14.73,14.72,12.75,10.06,11.01,11.56,10.08,12.07,9.98,9.50,9.23,8.65,8.44,7.84,10.05,8.51,7.44,-7.89,-8.70,-5.90,-6.30,-6.60,-6.90,-7.20,-7.50,-7.90,-8.20,-8.50,-8.90,-9.20,-9.50,-9.80,-10.10,-10.30,-10.50,-10.80,-11.00,-11.20,-11.40,-11.60,-11.80,-12.00,-12.10,-12.30,-12.50,-12.60,-12.80,-12.90,-13.10,-13.30,
中推估,自然增加率(‰),32.63,31.58,30.97,30.18,28.84,27.27,27.02,23.03,23.82,22.92,22.28,20.88,19.45,19.03,18.65,18.28,21.22,18.98,19.42,19.67,18.61,18.13,17.31,15.68,14.85,13.23,11.03,11.10,12.09,10.57,11.34,10.52,10.20,10.27,9.91,9.90,9.47,9.48,6.79,7.16,-1.27,-2.40,-6.50,-6.90,-7.20,-7.50,-7.80,-8.10,-8.40,-8.80,-9.10,-9.50,-9.80,-10.10,-10.40,-10.70,-11.00,-11.30,-11.50,-11.80,-12.00,-12.30,-12.50,-12.70,-12.80,-13.00,-13.20,-13.40,-13.60,-13.70,-13.90,-14.10,-14.30,
中推估,社會增加率(‰),1.67,0.78,0.86,1.44,1.92,2.60,1.46,0.09,2.38,25.84,1.17,0.53,-0.10,-1.31,-0.62,0.13,0.52,-0.91,-0.62,-0.07,-0.37,0.06,0.22,-0.95,-0.13,-0.48,-0.97,-0.09,-0.53,-0.49,0.73,-0.54,-0.70,-1.04,-1.26,-1.46,-1.63,0.57,1.72,0.28,-6.65,-6.30,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.70,0.70,0.70,0.70,0.80,0.80,0.80,0.80,0.80,0.90,0.90,0.90,0.90,0.90,0.90,1.00,1.00,1.00,1.00,
中推估,0~14歲人口數(千人) **,4904,5112,5293,5446,5573,5667,5712,5755,5794,5806,5821,5805,5833,5805,5767,5738,5754,5735,5727,5741,5739,5754,5785,5790,5758,5716,5659,5601,5579,5543,5525,5427,5361,5280,5170,5076,4983,4914,4815,4735,2890,2810,2093,2069,2048,2026,2006,1985,1964,1941,1917,1899,1878,1846,1826,1799,1774,1750,1726,1700,1674,1647,1619,1591,1565,1539,1513,1488,1464,1442,1422,1403,1385,
中推估,15-64歲人口數(千人) **,5620,5759,5932,6135,6367,6626,6929,7175,7474,8125,8426,8736,9051,9330,9622,9917,10222,10500,10789,11075,11361,11637,11888,12121,12385,12621,12820,13031,13230,13412,13607,13833,14025,14225,14446,14650,14851,15076,15303,15492,16546,16299,13227,12977,12754,12513,12261,12017,11768,11529,11310,11095,10908,10763,10599,10411,10247,10059,9884,9706,9521,9340,9156,8972,8785,8648,8495,8320,8188,8064,7954,7851,7755,
中推估,65歲以上人口數(千人) **,268,278,286,303,317,335,353,367,383,404,428,454,484,507,537,568,604,647,686,728,766,803,842,879,926,977,1031,1093,1146,1201,1269,1345,1416,1491,1562,1631,1692,1752,1810,1865,3939,4064,6768,6903,7003,7115,7232,7336,7439,7528,7592,7641,7662,7645,7632,7647,7632,7638,7629,7622,7620,7615,7612,7608,7605,7552,7514,7496,7434,7364,7277,7182,7080,
中推估,0~14歲人口所占比率(%) **,45.44,45.85,45.98,45.82,45.47,44.88,43.96,43.28,42.45,40.50,39.66,38.71,37.96,37.11,36.21,35.37,34.71,33.97,33.29,32.72,32.12,31.63,31.25,30.81,30.20,29.60,29.01,28.39,27.96,27.50,27.08,26.34,25.77,25.15,24.41,23.77,23.15,22.60,21.96,21.43,12.36,12.10,9.50,9.40,9.40,9.40,9.30,9.30,9.30,9.20,9.20,9.20,9.20,9.10,9.10,9.10,9.00,9.00,9.00,8.90,8.90,8.90,8.80,8.80,8.70,8.70,8.60,8.60,8.60,8.60,8.50,8.50,8.50,
中推估,15~64歲人口所占比率(%) **,52.07,51.66,51.53,51.62,51.94,52.47,53.33,53.96,54.75,56.68,57.42,58.26,58.89,59.65,60.42,61.13,61.65,62.19,62.72,63.13,63.59,63.96,64.21,64.51,64.95,65.35,65.71,66.06,66.30,66.54,66.70,67.13,67.42,67.75,68.21,68.60,68.99,69.34,69.79,70.13,70.79,70.30,59.90,59.10,58.50,57.80,57.00,56.30,55.60,54.90,54.30,53.80,53.30,53.10,52.80,52.40,52.10,51.70,51.40,51.00,50.60,50.20,49.80,49.40,48.90,48.80,48.50,48.10,47.90,47.80,47.80,47.80,47.80,
中推估,65歲以上人口所占比率(%) **,2.48,2.49,2.49,2.55,2.59,2.65,2.71,2.76,2.80,2.82,2.92,3.03,3.15,3.24,3.37,3.50,3.64,3.83,3.99,4.15,4.29,4.41,4.55,4.68,4.85,5.06,5.28,5.54,5.74,5.96,6.22,6.53,6.81,7.10,7.38,7.64,7.86,8.06,8.26,8.44,16.85,17.50,30.60,31.50,32.10,32.90,33.60,34.40,35.10,35.90,36.50,37.00,37.50,37.70,38.10,38.50,38.80,39.30,39.70,40.10,40.50,40.90,41.40,41.90,42.40,42.60,42.90,43.30,43.50,43.70,43.70,43.70,43.60,
中推估,總扶養比,92.03,93.58,94.05,93.71,92.51,90.57,87.52,85.32,82.65,76.44,74.16,71.65,69.80,67.65,65.52,63.58,62.20,60.79,59.45,58.41,57.26,56.35,55.75,55.02,53.97,53.03,52.18,51.37,50.83,50.29,49.93,48.96,48.32,47.60,46.60,45.78,44.94,44.22,43.30,42.60,41.27,42.20,67.00,69.10,71.00,73.10,75.30,77.60,79.90,82.10,84.10,86.00,87.50,88.20,89.20,90.70,91.80,93.30,94.60,96.00,97.60,99.20,100.80,102.50,104.40,105.10,106.30,108.00,108.70,109.20,109.40,109.40,109.10,
中推估,扶幼比,87.27,88.75,89.23,88.77,87.53,85.53,82.43,80.21,77.53,71.46,69.08,66.45,64.45,62.22,59.94,57.85,56.30,54.62,53.09,51.84,50.52,49.45,48.66,47.77,46.49,45.29,44.14,42.98,42.17,41.33,40.61,39.23,38.23,37.12,35.79,34.65,33.55,32.60,31.47,30.56,17.47,17.20,15.80,15.90,16.10,16.20,16.40,16.50,16.70,16.80,16.90,17.10,17.20,17.20,17.20,17.30,17.30,17.40,17.50,17.50,17.60,17.60,17.70,17.70,17.80,17.80,17.80,17.90,17.90,17.90,17.90,17.90,17.90,
中推估,扶老比,4.77,4.83,4.82,4.94,4.99,5.05,5.09,5.11,5.12,4.97,5.08,5.20,5.35,5.44,5.58,5.73,5.90,6.16,6.36,6.57,6.74,6.90,7.08,7.25,7.47,7.74,8.04,8.39,8.66,8.96,9.32,9.73,10.10,10.48,10.82,11.13,11.39,11.62,11.83,12.04,23.81,24.90,51.20,53.20,54.90,56.90,59.00,61.00,63.20,65.30,67.10,68.90,70.20,71.00,72.00,73.40,74.50,75.90,77.20,78.50,80.00,81.50,83.10,84.80,86.60,87.30,88.40,90.10,90.80,91.30,91.50,91.50,91.30,
中推估,潛在支持比,20.98,20.72,20.74,20.24,20.06,19.81,19.65,19.56,19.53,20.11,19.67,19.25,18.70,18.40,17.91,17.46,16.94,16.23,15.72,15.22,14.83,14.49,14.12,13.78,13.38,12.92,12.44,11.92,11.55,11.16,10.73,10.28,9.90,9.54,9.25,8.98,8.78,8.61,8.45,8.30,4.20,4.00,2.00,1.90,1.80,1.80,1.70,1.60,1.60,1.50,1.50,1.50,1.40,1.40,1.40,1.40,1.30,1.30,1.30,1.30,1.30,1.20,1.20,1.20,1.20,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,
中推估,老化指數,5.46,5.44,5.40,5.57,5.70,5.90,6.17,6.38,6.60,6.96,7.36,7.82,8.29,8.74,9.32,9.90,10.49,11.28,11.98,12.68,13.35,13.95,14.56,15.19,16.07,17.09,18.21,19.52,20.54,21.67,22.96,24.79,26.41,28.24,30.22,32.13,33.95,35.65,37.59,39.40,136.30,144.70,323.40,333.70,342.00,351.10,360.60,369.50,378.80,387.90,396.10,402.30,408.00,414.10,418.00,425.10,430.10,436.50,442.10,448.30,455.20,462.40,470.10,478.10,486.10,490.90,496.60,503.80,507.70,510.50,511.70,512.10,511.30,
中推估,年齡中位數(歲) **,17.70,17.63,17.41,17.20,17.17,17.34,17.57,17.76,18.03,18.94,19.31,19.71,20.07,20.44,20.81,21.20,21.55,21.92,22.30,22.64,23.03,23.38,23.76,24.14,24.61,25.07,25.55,26.07,26.53,27.00,27.47,27.98,28.44,28.90,29.37,29.83,30.27,30.69,31.17,31.63,43.27,43.90,53.00,53.40,53.70,54.10,54.40,54.80,55.10,55.50,55.80,56.10,56.50,56.80,57.10,57.50,57.80,58.10,58.40,58.60,58.80,59.20,59.40,59.50,59.60,59.70,59.80,59.80,59.80,59.80,59.80,59.70,59.60,
中推估,男性年齡中位數(歲) **,17.61,17.56,17.35,17.18,17.18,15.55,15.60,15.62,15.67,19.55,19.84,20.24,20.58,20.94,21.30,21.66,21.97,22.33,22.67,23.02,23.38,23.71,24.06,24.42,24.86,25.31,25.76,26.27,26.70,27.14,27.60,28.07,28.50,28.94,29.35,29.78,30.18,30.56,31.01,31.44,42.22,42.80,50.70,51.10,51.50,51.80,52.10,52.50,52.80,53.10,53.40,53.80,54.10,54.40,54.70,54.90,55.20,55.50,55.80,55.90,56.10,56.20,56.30,56.30,56.30,56.40,56.40,56.40,56.20,56.20,56.40,56.50,56.50,
中推估,女性年齡中位數(歲) **,17.80,17.69,17.47,17.21,17.16,15.53,15.56,15.59,15.64,18.38,18.75,19.14,19.54,19.92,20.32,20.73,21.11,21.51,21.90,22.25,22.67,23.05,23.45,23.86,24.34,24.83,25.33,25.87,26.36,26.85,27.34,27.88,28.38,28.86,29.39,29.88,30.36,30.83,31.34,31.83,44.33,44.90,55.30,55.70,56.10,56.40,56.80,57.20,57.60,57.90,58.20,58.60,58.90,59.20,59.50,59.90,60.20,60.50,60.80,61.20,61.50,61.80,62.00,62.20,62.50,62.70,62.90,63.00,63.10,63.10,63.10,63.10,63.00,
低推估,總人口數(人) *,10792202,11149139,11511728,11883523,12256682,12628348,12992763,13296571,13650370,14334862,14675964,14994823,15367774,15642467,15927167,16223089,16579737,16882053,17202491,17543067,17866008,18193955,18515754,18790538,19069194,19313825,19509082,19725010,19954397,20156587,20401305,20605831,20802622,20995416,21177874,21357431,21525433,21742815,21928591,22092387,23375314,23167785,21733566,21566499,21393704,21214747,21029759,20839326,20643481,20441849,20234874,20023246,19807418,19587420,19363498,19136160,18906170,18673381,18438136,18200896,17961732,17720781,17478386,17234864,16990487,16745277,16499351,16252893,16006016,15759208,15512341,15265571,15018883,
低推估,男性人口數(人) *,5525062,5715463,5902218,6097634,6294935,6491539,6684006,6841155,7030787,7554131,7732867,7895140,8078038,8215703,8354012,8501391,8678165,8829635,8991263,9160239,9320105,9479508,9636285,9769572,9904853,10023344,10114710,10217434,10328081,10424102,10540635,10640276,10734609,10824161,10907032,10990657,11065798,11163764,11243408,11312728,11578696,11472775,10494190,10399947,10303478,10204631,10103424,10000152,9894980,9787814,9678930,9568683,9457268,9344699,9230918,9116116,9000704,8884461,8767482,8649939,8531848,8413266,8294325,8175114,8055781,7936316,7816723,7697098,7577476,7458095,7339096,7220557,7102308,
低推估,女性人口數(人) *,5267140,5433676,5609510,5785889,5961747,6136809,6308757,6455416,6619583,6780731,6943097,7099683,7289736,7426764,7573155,7721698,7901572,8052418,8211228,8382828,8545903,8714447,8879469,9020966,9164341,9290481,9394372,9507576,9626316,9732485,9860670,9965555,10068013,10171255,10270842,10366774,10459635,10579051,10685183,10779659,11796618,11695010,11239376,11166552,11090226,11010116,10926335,10839174,10748501,10654035,10555944,10454563,10350150,10242721,10132580,10020044,9905466,9788920,9670654,9550957,9429884,9307515,9184061,9059750,8934706,8808961,8682628,8555795,8428540,8301113,8173245,8045014,7916575,
